Date/Time,Air Temp (℉),Dewpoint (℉),Precip (inches),RH (%),Wind Spd (mph),Wind Dir (degrees)
06/04/2018 06:00 EDT,53,51,0.06,93,3.5,-1
06/04/2018 05:00 EDT,53,51,0,93,5.8,80
06/04/2018 04:00 EDT,52,51,0.01,97,8.1,60
06/04/2018 03:00 EDT,52,50,0.02,93,9.2,70
06/04/2018 02:00 EDT,51,49,0.01,92,6.9,-1
06/04/2018 01:00 EDT,52,50,0.14,93,3.5,-1
06/04/2018 00:00 EDT,52,50,0.02,93,0,0
06/03/2018 23:00 EDT,52,50,0.07,93,8.1,110
06/03/2018 22:00 EDT,57,47,0,69,4.6,-1
06/03/2018 21:00 EDT,57,48,0,72,6.9,-1
06/03/2018 20:00 EDT,59,49,0,69,6.3,120
06/03/2018 19:00 EDT,60,48,0,64,5.8,-1
06/03/2018 18:00 EDT,62,52,0,70,8.1,110
06/03/2018 17:00 EDT,61,52,0,72,3.5,-1
06/03/2018 16:00 EDT,63,52,0,67,3.5,-1
06/03/2018 15:00 EDT,62,52,0,70,0,0
06/03/2018 14:00 EDT,62,51,0,67,3.5,-1
06/03/2018 13:00 EDT,61,52,0,72,6.9,60
06/03/2018 12:00 EDT,62,53,0,72,8.1,60
06/03/2018 11:00 EDT,62,53,0,72,9.2,50
06/03/2018 10:00 EDT,61,53,0,75,6.9,-1
06/03/2018 09:00 EDT,62,54,0,75,8.1,50
06/03/2018 08:00 EDT,62,49,0,62,5.8,-1
06/03/2018 07:00 EDT,62,50,0,65,12.7,100
06/03/2018 06:00 EDT,62,52,0,70,6.9,-1
06/03/2018 05:00 EDT,62,56,0,80,5.8,-1
06/03/2018 04:00 EDT,62,57,0,84,5.8,-1
06/03/2018 03:00 EDT,63,59,0,87,8.1,130
06/03/2018 02:00 EDT,63,60,0.02,90,4.6,-1
06/03/2018 01:00 EDT,67,64,0.01,90,6.9,150
06/03/2018 00:00 EDT,70,65,0,84,4.6,-1
06/02/2018 23:00 EDT,71,69,0.06,93,5.8,-1
06/02/2018 22:00 EDT,77,67,0,71,3.5,-1
06/02/2018 21:00 EDT,78,67,0,69,3.5,-1
06/02/2018 20:00 EDT,79,64,0,60,5.8,-1
06/02/2018 19:00 EDT,81,64,0,57,4.7,50
06/02/2018 18:00 EDT,84,68,0,59,3.5,10
06/02/2018 17:00 EDT,84,68,0,59,5.8,-1
06/02/2018 16:00 EDT,85,68,0,57,6.3,10
06/02/2018 15:00 EDT,87,68,0,53,6.9,-1
06/02/2018 14:00 EDT,82,68,0,63,5.8,360
06/02/2018 13:00 EDT,84,69,0,61,5.8,-1
06/02/2018 12:00 EDT,84,69,0,61,0,0
06/02/2018 11:00 EDT,81,68,0,65,4.6,-1
06/02/2018 10:00 EDT,79,69,0,72,0,0
06/02/2018 09:00 EDT,76,68,0,77,0,0
06/02/2018 08:00 EDT,73,69,0,87,0,0
06/02/2018 07:00 EDT,70,68,0,93,0,0
06/02/2018 06:00 EDT,69,67,0,93,3.5,300
06/02/2018 05:00 EDT,70,68,0,93,3.5,300
06/02/2018 04:00 EDT,70,68,0,93,5.8,300
06/02/2018 03:00 EDT,71,69,0,93,4.6,-1
06/02/2018 02:00 EDT,71,69,0,93,3.5,290
06/02/2018 01:00 EDT,71,70,0.24,96,0,0
06/02/2018 00:00 EDT,74,69,0,85,0,0
06/01/2018 23:00 EDT,72,69,0,91,0,0
06/01/2018 22:00 EDT,73,69,0,87,0,0
06/01/2018 21:00 EDT,73,69,0,87,0,0
06/01/2018 20:00 EDT,75,68,0,79,0,0
06/01/2018 19:00 EDT,77,69,0,77,0,0
06/01/2018 18:00 EDT,80,70,0,71,3.5,-1
06/01/2018 17:00 EDT,80,69,0,69,3.5,-1
06/01/2018 16:00 EDT,79,70,0,74,3.5,-1
06/01/2018 15:00 EDT,79,69,0,72,0,0
06/01/2018 14:00 EDT,81,69,0,67,0,0
06/01/2018 13:00 EDT,79,68,0,69,3.5,-1
06/01/2018 12:00 EDT,75,68,0,79,3.5,-1
06/01/2018 11:00 EDT,71,68,0,90,0,0
06/01/2018 10:00 EDT,68,66,0,93,0,0
06/01/2018 09:00 EDT,67,66,0.02,97,0,0
06/01/2018 08:00 EDT,67,65,0,93,0,0
06/01/2018 07:00 EDT,66,65,0,96,0,0
06/01/2018 06:00 EDT,66,65,0.01,96,0,0
06/01/2018 05:00 EDT,66,65,0,96,0,0
06/01/2018 04:00 EDT,66,65,0,96,0,0
06/01/2018 03:00 EDT,66,65,0,96,0,0
06/01/2018 02:00 EDT,66,64,0,93,3.5,-1
06/01/2018 01:00 EDT,65,64,0,97,0,0
